Connecting to host 10.223.62.39, port 5201
[  4] local 10.223.61.37 port 52934 connected to 10.223.62.39 port 5201
[  4] 281.00-282.00 sec  1.37 MBytes  11.5 Mbits/sec    7   43.8 KBytes       
[  4] 282.00-283.00 sec  1.37 MBytes  11.5 Mbits/sec    2   60.8 KBytes       
[  4] 283.00-284.00 sec  1.54 MBytes  13.0 Mbits/sec    0   77.8 KBytes       
[  4] 284.00-285.00 sec  1.66 MBytes  13.9 Mbits/sec    3   66.5 KBytes       
[  4] 285.00-286.00 sec  2.20 MBytes  18.4 Mbits/sec    3   67.9 KBytes       
[  4] 286.00-287.00 sec  2.20 MBytes  18.4 Mbits/sec    0   89.1 KBytes       
[  4] 287.00-288.00 sec  2.20 MBytes  18.4 Mbits/sec    6   80.6 KBytes       
[  4] 288.00-289.00 sec  2.26 MBytes  18.9 Mbits/sec    2   60.8 KBytes       
[  4] 289.00-290.00 sec  2.26 MBytes  18.9 Mbits/sec    0   84.8 KBytes       
[  4] 290.00-291.00 sec  2.08 MBytes  17.4 Mbits/sec   12   33.9 KBytes       
[  4] 291.00-292.00 sec  2.08 MBytes  17.4 Mbits/sec    3   79.2 KBytes       
[  4] 292.00-293.00 sec  2.02 MBytes  16.9 Mbits/sec    0   96.2 KBytes       
[  4] 293.00-294.00 sec  2.26 MBytes  18.9 Mbits/sec    6   63.6 KBytes       
[  4] 294.00-295.00 sec  2.38 MBytes  19.9 Mbits/sec    2   79.2 KBytes       
[  4] 295.00-296.00 sec  2.08 MBytes  17.4 Mbits/sec    1   73.5 KBytes       
[  4] 296.00-297.00 sec  2.26 MBytes  18.9 Mbits/sec    1   69.3 KBytes       
[  4] 297.00-298.00 sec  2.20 MBytes  18.4 Mbits/sec    8   63.6 KBytes       
[  4] 298.00-299.00 sec   365 KBytes  2.99 Mbits/sec   50   48.1 KBytes       
[  4] 299.00-300.00 sec  1.84 MBytes  15.5 Mbits/sec    0   70.7 KBytes       
[  4] 300.00-301.00 sec  1.60 MBytes  13.4 Mbits/sec    1   84.8 KBytes       
[  4] 301.00-302.00 sec  1.66 MBytes  13.9 Mbits/sec    8   59.4 KBytes       
[  4] 302.00-303.00 sec  1.48 MBytes  12.5 Mbits/sec    1   55.1 KBytes       
[  4] 303.00-304.00 sec  1.48 MBytes  12.5 Mbits/sec    0   80.6 KBytes       
[  4] 304.00-305.00 sec  1.78 MBytes  14.9 Mbits/sec    2   69.3 KBytes       
[  4] 305.00-306.00 sec  2.14 MBytes  17.9 Mbits/sec    2   86.3 KBytes       
[  4] 306.00-307.00 sec  2.20 MBytes  18.4 Mbits/sec    6   76.4 KBytes       
[  4] 307.00-308.00 sec  1.96 MBytes  16.4 Mbits/sec    0   94.7 KBytes       
[  4] 308.00-309.00 sec  1.96 MBytes  16.4 Mbits/sec   14   77.8 KBytes       
[  4] 309.00-310.00 sec  1.96 MBytes  16.4 Mbits/sec   35   69.3 KBytes       
[  4] 310.00-311.00 sec  2.14 MBytes  17.9 Mbits/sec    1   83.4 KBytes       
[  4] 311.00-312.00 sec  2.43 MBytes  20.4 Mbits/sec   13   84.8 KBytes       
[  4] 312.00-313.00 sec  2.38 MBytes  19.9 Mbits/sec    8   73.5 KBytes       
[  4] 313.00-314.00 sec  2.14 MBytes  17.9 Mbits/sec    9   65.0 KBytes       
[  4] 314.00-315.00 sec  2.43 MBytes  20.4 Mbits/sec    1   87.7 KBytes       
[  4] 315.00-316.00 sec  1.78 MBytes  14.9 Mbits/sec    0    102 KBytes       
[  4] 316.00-317.00 sec  1.72 MBytes  14.4 Mbits/sec   12   86.3 KBytes       
[  4] 317.00-318.00 sec  1.84 MBytes  15.4 Mbits/sec    1   76.4 KBytes       
[  4] 318.00-319.00 sec  1.19 MBytes  9.96 Mbits/sec    0   89.1 KBytes       
[  4] 319.00-320.00 sec  1.60 MBytes  13.4 Mbits/sec    0    102 KBytes       
[  4] 320.00-321.00 sec  2.14 MBytes  17.9 Mbits/sec    0    116 KBytes       
[  4] 321.00-322.00 sec  2.32 MBytes  19.4 Mbits/sec   11   99.0 KBytes       
[  4] 322.00-323.00 sec  2.49 MBytes  20.9 Mbits/sec    1   82.0 KBytes       
[  4] 323.00-324.00 sec  2.32 MBytes  19.4 Mbits/sec   10   79.2 KBytes       
[  4] 324.00-325.00 sec  2.38 MBytes  19.9 Mbits/sec    2   73.5 KBytes       
[  4] 325.00-326.00 sec  2.38 MBytes  19.9 Mbits/sec    1   74.9 KBytes       
[  4] 326.00-327.00 sec  2.32 MBytes  19.4 Mbits/sec    0   96.2 KBytes       
[  4] 327.00-328.00 sec  2.14 MBytes  17.9 Mbits/sec    0    112 KBytes       
[  4] 328.00-329.00 sec  2.08 MBytes  17.4 Mbits/sec    1   63.6 KBytes       
[  4] 329.00-330.00 sec  1.54 MBytes  13.0 Mbits/sec    1   76.4 KBytes       
[  4] 330.00-331.00 sec  1.43 MBytes  12.0 Mbits/sec    3   86.3 KBytes       
[  4] 331.00-332.00 sec  1.84 MBytes  15.4 Mbits/sec    0   86.3 KBytes       
[  4] 332.00-333.00 sec  1.90 MBytes  15.9 Mbits/sec    4   70.7 KBytes       
[  4] 333.00-334.00 sec  1.48 MBytes  12.5 Mbits/sec   75   12.7 KBytes       
[  4] 334.00-335.00 sec  1.01 MBytes  8.47 Mbits/sec   47   22.6 KBytes       
[  4] 335.00-336.00 sec  1.54 MBytes  13.0 Mbits/sec   32   36.8 KBytes       
[  4] 336.00-337.00 sec  2.14 MBytes  17.9 Mbits/sec    0   67.9 KBytes       
[  4] 337.00-338.00 sec  2.20 MBytes  18.4 Mbits/sec    7   58.0 KBytes       
[  4] 338.00-339.00 sec  2.02 MBytes  16.9 Mbits/sec    0   79.2 KBytes       
[  4] 339.00-340.00 sec  1.90 MBytes  15.9 Mbits/sec    9   48.1 KBytes       
[  4] 340.00-341.00 sec  1.19 MBytes  9.96 Mbits/sec   13   26.9 KBytes       
[  4] 341.00-342.00 sec   669 KBytes  5.48 Mbits/sec   10   31.1 KBytes       
[  4] 342.00-343.00 sec   669 KBytes  5.48 Mbits/sec    3   41.0 KBytes       
[  4] 343.00-344.00 sec   608 KBytes  4.98 Mbits/sec    3   49.5 KBytes       
[  4] 344.00-345.00 sec  1.60 MBytes  13.4 Mbits/sec    1   58.0 KBytes       
[  4] 345.00-346.00 sec  2.14 MBytes  17.9 Mbits/sec    1   82.0 KBytes       
[  4] 346.00-347.00 sec  1.78 MBytes  14.9 Mbits/sec    3   67.9 KBytes       
[  4] 347.00-348.00 sec  1.90 MBytes  15.9 Mbits/sec    2   56.6 KBytes       
[  4] 348.00-349.00 sec  1.90 MBytes  15.9 Mbits/sec    3   67.9 KBytes       
[  4] 349.00-350.00 sec  1.90 MBytes  15.9 Mbits/sec    3   48.1 KBytes       
[  4] 350.00-351.00 sec  1.66 MBytes  13.9 Mbits/sec    2   66.5 KBytes       
[  4] 351.00-352.00 sec  2.08 MBytes  17.4 Mbits/sec    2   84.8 KBytes       
[  4] 352.00-353.00 sec  1.43 MBytes  12.0 Mbits/sec    3   94.7 KBytes       
[  4] 353.00-354.00 sec  1.72 MBytes  14.4 Mbits/sec    3   79.2 KBytes       
[  4] 354.00-355.00 sec  2.08 MBytes  17.4 Mbits/sec    8   60.8 KBytes       
[  4] 355.00-356.00 sec  2.43 MBytes  20.4 Mbits/sec    1   70.7 KBytes       
[  4] 356.00-357.00 sec  2.32 MBytes  19.4 Mbits/sec    1   84.8 KBytes       
[  4] 357.00-358.00 sec  2.08 MBytes  17.4 Mbits/sec    8   72.1 KBytes       
[  4] 358.00-359.00 sec  2.38 MBytes  19.9 Mbits/sec    1   91.9 KBytes       
[  4] 359.00-360.00 sec  2.14 MBytes  17.9 Mbits/sec    4   76.4 KBytes       
[  4] 360.00-361.00 sec  2.26 MBytes  18.9 Mbits/sec    0   77.8 KBytes       
[  4] 361.00-362.00 sec  2.38 MBytes  19.9 Mbits/sec   10   53.7 KBytes       
[  4] 362.00-363.00 sec  2.20 MBytes  18.4 Mbits/sec    3   52.3 KBytes       
[  4] 363.00-364.00 sec  1.78 MBytes  14.9 Mbits/sec    0   73.5 KBytes       
[  4] 364.00-365.00 sec  2.20 MBytes  18.4 Mbits/sec    0   93.3 KBytes       
[  4] 365.00-366.00 sec  2.08 MBytes  17.4 Mbits/sec   13   58.0 KBytes       
[  4] 366.00-367.00 sec  2.32 MBytes  19.4 Mbits/sec    4   58.0 KBytes       
[  4] 367.00-368.00 sec  2.26 MBytes  18.9 Mbits/sec    0   82.0 KBytes       
[  4] 368.00-369.00 sec  2.32 MBytes  19.4 Mbits/sec    2   56.6 KBytes       
[  4] 369.00-370.00 sec  1.48 MBytes  12.5 Mbits/sec    1   72.1 KBytes       
[  4] 370.00-371.00 sec  2.32 MBytes  19.4 Mbits/sec    3   50.9 KBytes       
[  4] 371.00-372.00 sec  2.08 MBytes  17.4 Mbits/sec    2   72.1 KBytes       
[  4] 372.00-373.00 sec  1.60 MBytes  13.4 Mbits/sec    1    151 KBytes       
[  4] 373.00-374.00 sec  1.90 MBytes  15.9 Mbits/sec    5    122 KBytes       
[  4] 374.00-375.00 sec  2.38 MBytes  19.9 Mbits/sec    9   93.3 KBytes       
[  4] 375.00-376.00 sec  2.08 MBytes  17.4 Mbits/sec    1   80.6 KBytes       
[  4] 376.00-377.00 sec  2.20 MBytes  18.4 Mbits/sec    7   70.7 KBytes       
[  4] 377.00-378.00 sec  2.38 MBytes  19.9 Mbits/sec    0   90.5 KBytes       
[  4] 378.00-379.00 sec  2.26 MBytes  18.9 Mbits/sec    1    106 KBytes       
[  4] 379.00-380.00 sec  1.19 MBytes  9.95 Mbits/sec   79   73.5 KBytes       
[  4] 380.00-381.00 sec   730 KBytes  5.98 Mbits/sec   40   36.8 KBytes       
[  4] 381.00-382.00 sec  1.37 MBytes  11.5 Mbits/sec    1   56.6 KBytes       
[  4] 382.00-383.00 sec  1.19 MBytes  9.96 Mbits/sec    3   67.9 KBytes       
[  4] 383.00-384.00 sec  1.13 MBytes  9.47 Mbits/sec    2   52.3 KBytes       
[  4] 384.00-385.00 sec  1.19 MBytes  9.96 Mbits/sec    0   69.3 KBytes       
[  4] 385.00-386.00 sec  1.07 MBytes  8.97 Mbits/sec    1   62.2 KBytes       
[  4] 386.00-387.00 sec  1.13 MBytes  9.46 Mbits/sec    1   55.1 KBytes       
[  4] 387.00-388.00 sec  1.19 MBytes  9.96 Mbits/sec    2   66.5 KBytes       
[  4] 388.00-389.00 sec  1.25 MBytes  10.5 Mbits/sec    1   77.8 KBytes       
[  4] 389.00-390.00 sec  1.07 MBytes  8.96 Mbits/sec    2   60.8 KBytes       
[  4] 390.00-391.00 sec  1.72 MBytes  14.5 Mbits/sec    0   77.8 KBytes       
[  4] 391.00-392.00 sec  1.96 MBytes  16.4 Mbits/sec    9   72.1 KBytes       
[  4] 392.00-393.00 sec  2.08 MBytes  17.4 Mbits/sec   11   63.6 KBytes       
[  4] 393.00-394.00 sec  2.08 MBytes  17.4 Mbits/sec    1   63.6 KBytes       
[  4] 394.00-395.00 sec  2.26 MBytes  18.9 Mbits/sec    1   84.8 KBytes       
[  4] 395.00-396.00 sec  2.20 MBytes  18.4 Mbits/sec    4   74.9 KBytes       
[  4] 396.00-397.00 sec  2.32 MBytes  19.4 Mbits/sec    8   69.3 KBytes       
[  4] 397.00-398.00 sec  2.43 MBytes  20.4 Mbits/sec    0   90.5 KBytes       
[  4] 398.00-399.00 sec  2.61 MBytes  21.9 Mbits/sec    3   84.8 KBytes       
[  4] 399.00-400.00 sec  2.32 MBytes  19.4 Mbits/sec    6   72.1 KBytes       
[  4] 400.00-401.00 sec  1.84 MBytes  15.4 Mbits/sec   10   65.0 KBytes       
[  4] 401.00-402.00 sec  2.26 MBytes  18.9 Mbits/sec    3   65.0 KBytes       
[  4] 402.00-403.00 sec  1.96 MBytes  16.4 Mbits/sec    8   58.0 KBytes       
[  4] 403.00-404.00 sec  2.08 MBytes  17.4 Mbits/sec    0   80.6 KBytes       
[  4] 404.00-405.00 sec  2.08 MBytes  17.4 Mbits/sec    0   99.0 KBytes       
[  4] 405.00-406.00 sec  2.43 MBytes  20.4 Mbits/sec    2   87.7 KBytes       
[  4] 406.00-407.00 sec  2.14 MBytes  17.9 Mbits/sec   12   77.8 KBytes       
[  4] 407.00-408.00 sec  2.02 MBytes  16.9 Mbits/sec    1   91.9 KBytes       
[  4] 408.00-409.00 sec  2.32 MBytes  19.4 Mbits/sec    1   79.2 KBytes       
[  4] 409.00-410.00 sec  2.02 MBytes  16.9 Mbits/sec    1   94.7 KBytes       
[  4] 410.00-411.00 sec  1.78 MBytes  14.9 Mbits/sec    1    107 KBytes       
[  4] 411.00-412.00 sec  1.60 MBytes  13.4 Mbits/sec   41   79.2 KBytes       
[  4] 412.00-413.00 sec  1.43 MBytes  12.0 Mbits/sec    2   90.5 KBytes       
[  4] 413.00-414.00 sec  2.20 MBytes  18.4 Mbits/sec    0    107 KBytes       
[  4] 414.00-415.00 sec  2.32 MBytes  19.4 Mbits/sec    1    123 KBytes       
[  4] 415.00-416.00 sec  2.26 MBytes  18.9 Mbits/sec    1   99.0 KBytes       
[  4] 416.00-417.00 sec  2.02 MBytes  16.9 Mbits/sec    1    117 KBytes       
[  4] 417.00-418.00 sec  2.26 MBytes  18.9 Mbits/sec   13   96.2 KBytes       
[  4] 418.00-419.00 sec  2.38 MBytes  19.9 Mbits/sec   11   82.0 KBytes       
[  4] 419.00-420.00 sec  2.26 MBytes  18.9 Mbits/sec   11   74.9 KBytes       
[  4] 420.00-421.00 sec  1.54 MBytes  12.9 Mbits/sec   53   66.5 KBytes       
[  4] 421.00-422.00 sec  1.48 MBytes  12.5 Mbits/sec    0   66.5 KBytes       
[  4] 422.00-423.00 sec  1.78 MBytes  14.9 Mbits/sec    0   83.4 KBytes       
[  4] 423.00-424.00 sec  1.78 MBytes  14.9 Mbits/sec    0   99.0 KBytes       
[  4] 424.00-425.00 sec  2.20 MBytes  18.4 Mbits/sec    1   80.6 KBytes       
[  4] 425.00-426.00 sec  2.02 MBytes  16.9 Mbits/sec   12   67.9 KBytes       
[  4] 426.00-427.00 sec  2.26 MBytes  18.9 Mbits/sec    6   66.5 KBytes       
[  4] 427.00-428.00 sec  2.26 MBytes  18.9 Mbits/sec    1   86.3 KBytes       
[  4] 428.00-429.00 sec  2.26 MBytes  18.9 Mbits/sec    1    102 KBytes       
[  4] 429.00-430.00 sec  2.08 MBytes  17.4 Mbits/sec    0    117 KBytes       
[  4] 430.00-431.00 sec  2.02 MBytes  16.9 Mbits/sec    8    100 KBytes       
[  4] 431.00-432.00 sec  1.96 MBytes  16.4 Mbits/sec   11   82.0 KBytes       
[  4] 432.00-433.00 sec  2.08 MBytes  17.4 Mbits/sec    0   99.0 KBytes       
[  4] 433.00-434.00 sec  1.90 MBytes  15.9 Mbits/sec    8   62.2 KBytes       
[  4] 434.00-435.00 sec  2.14 MBytes  17.9 Mbits/sec    3   53.7 KBytes       
[  4] 435.00-436.00 sec  2.38 MBytes  19.9 Mbits/sec    0   79.2 KBytes       
[  4] 436.00-437.00 sec  2.20 MBytes  18.4 Mbits/sec    0   99.0 KBytes       
[  4] 437.00-438.00 sec  1.78 MBytes  14.9 Mbits/sec   10   84.8 KBytes       
[  4] 438.00-439.00 sec  2.02 MBytes  16.9 Mbits/sec    1    100 KBytes       
[  4] 439.00-440.00 sec  2.14 MBytes  17.9 Mbits/sec    3   83.4 KBytes       
[  4] 440.00-441.00 sec  1.19 MBytes  9.97 Mbits/sec   11   80.6 KBytes       
[  4] 441.00-442.00 sec  2.85 MBytes  23.9 Mbits/sec    3    106 KBytes       
[  4] 442.00-443.00 sec  2.08 MBytes  17.4 Mbits/sec    8   82.0 KBytes       
[  4] 443.00-444.00 sec  1.84 MBytes  15.4 Mbits/sec    8   74.9 KBytes       
[  4] 444.00-445.00 sec  1.43 MBytes  12.0 Mbits/sec    6   65.0 KBytes       
[  4] 445.00-446.00 sec  2.02 MBytes  16.9 Mbits/sec    1   66.5 KBytes       
[  4] 446.00-447.00 sec  2.20 MBytes  18.4 Mbits/sec    0   87.7 KBytes       
[  4] 447.00-448.00 sec  2.14 MBytes  17.9 Mbits/sec   13   77.8 KBytes       
[  4] 448.00-449.00 sec  2.43 MBytes  20.4 Mbits/sec    0   99.0 KBytes       
[  4] 449.00-450.00 sec  2.32 MBytes  19.4 Mbits/sec    5   80.6 KBytes       
[  4] 450.00-451.00 sec  2.32 MBytes  19.4 Mbits/sec    2   69.3 KBytes       
[  4] 451.00-452.00 sec  2.20 MBytes  18.4 Mbits/sec    7   66.5 KBytes       
[  4] 452.00-453.00 sec  2.08 MBytes  17.4 Mbits/sec    0   86.3 KBytes       
[  4] 453.00-454.00 sec  1.96 MBytes  16.4 Mbits/sec    8   77.8 KBytes       
[  4] 454.00-455.00 sec  0.00 Bytes  0.00 bits/sec   15   18.4 KBytes       
[  4] 455.00-456.00 sec   669 KBytes  5.48 Mbits/sec   36   33.9 KBytes       
[  4] 456.00-457.00 sec  1.01 MBytes  8.46 Mbits/sec    1   49.5 KBytes       
[  4] 457.00-458.00 sec  1.19 MBytes  9.96 Mbits/sec    1   58.0 KBytes       
[  4] 458.00-459.00 sec  1.84 MBytes  15.4 Mbits/sec    0   69.3 KBytes       
[  4] 459.00-460.00 sec  1.66 MBytes  14.0 Mbits/sec    0   84.8 KBytes       
[  4] 460.00-461.00 sec  2.02 MBytes  16.9 Mbits/sec    1    102 KBytes       
[  4] 461.00-462.00 sec  2.20 MBytes  18.4 Mbits/sec    3   82.0 KBytes       
[  4] 462.00-463.00 sec  1.54 MBytes  13.0 Mbits/sec    1   72.1 KBytes       
[  4] 463.00-464.00 sec  2.08 MBytes  17.4 Mbits/sec    0   91.9 KBytes       
[  4] 464.00-465.00 sec  2.14 MBytes  17.9 Mbits/sec    0    107 KBytes       
[  4] 465.00-466.00 sec  2.08 MBytes  17.4 Mbits/sec   14   89.1 KBytes       
[  4] 466.00-467.00 sec  2.14 MBytes  17.9 Mbits/sec    0    106 KBytes       
[  4] 467.00-468.00 sec  1.84 MBytes  15.4 Mbits/sec    9   73.5 KBytes       
[  4] 468.00-469.00 sec  2.32 MBytes  19.4 Mbits/sec    0   96.2 KBytes       
[  4] 469.00-470.00 sec  2.32 MBytes  19.4 Mbits/sec    2   76.4 KBytes       
[  4] 470.00-471.00 sec  2.02 MBytes  16.9 Mbits/sec    2   63.6 KBytes       
[  4] 471.00-472.00 sec  2.32 MBytes  19.4 Mbits/sec    0   87.7 KBytes       
[  4] 472.00-473.00 sec  2.14 MBytes  17.9 Mbits/sec    5   80.6 KBytes       
[  4] 473.00-474.00 sec  2.38 MBytes  19.9 Mbits/sec    2   70.7 KBytes       
[  4] 474.00-475.00 sec  2.20 MBytes  18.4 Mbits/sec    0   90.5 KBytes       
[  4] 475.00-476.00 sec  2.26 MBytes  18.9 Mbits/sec    5   79.2 KBytes       
[  4] 476.00-477.00 sec  2.32 MBytes  19.4 Mbits/sec    1   62.2 KBytes       
[  4] 477.00-478.00 sec  1.96 MBytes  16.4 Mbits/sec    0   83.4 KBytes       
[  4] 478.00-479.00 sec   547 KBytes  4.48 Mbits/sec   54   42.4 KBytes       
[  4] 479.00-480.00 sec  1.19 MBytes  9.97 Mbits/sec    1   60.8 KBytes       
[  4] 480.00-481.00 sec  1.60 MBytes  13.5 Mbits/sec    1   76.4 KBytes       
[  4] 481.00-482.00 sec  1.54 MBytes  13.0 Mbits/sec    1   69.3 KBytes       
[  4] 482.00-483.00 sec  2.20 MBytes  18.4 Mbits/sec    0   90.5 KBytes       
[  4] 483.00-484.00 sec  2.32 MBytes  19.4 Mbits/sec    0    109 KBytes       
[  4] 484.00-485.00 sec  2.26 MBytes  18.9 Mbits/sec    5   86.3 KBytes       
[  4] 485.00-486.00 sec  2.08 MBytes  17.4 Mbits/sec    2    100 KBytes       
[  4] 486.00-487.00 sec  2.14 MBytes  17.9 Mbits/sec    5   89.1 KBytes       
[  4] 487.00-488.00 sec  2.08 MBytes  17.4 Mbits/sec    3   72.1 KBytes       
[  4] 488.00-489.00 sec  2.32 MBytes  19.4 Mbits/sec    1   70.7 KBytes       
[  4] 489.00-490.00 sec  2.32 MBytes  19.4 Mbits/sec    3   72.1 KBytes       
[  4] 490.00-491.00 sec  2.43 MBytes  20.4 Mbits/sec    0   94.7 KBytes       
[  4] 491.00-492.00 sec  2.32 MBytes  19.4 Mbits/sec    0    112 KBytes       
[  4] 492.00-493.00 sec  2.08 MBytes  17.4 Mbits/sec   13   90.5 KBytes       
[  4] 493.00-494.00 sec  2.32 MBytes  19.4 Mbits/sec    4   82.0 KBytes       
[  4] 494.00-495.00 sec  1.66 MBytes  13.9 Mbits/sec   13   65.0 KBytes       
[  4] 495.00-496.00 sec  1.84 MBytes  15.4 Mbits/sec    0   83.4 KBytes       
[  4] 496.00-497.00 sec  2.26 MBytes  18.9 Mbits/sec    2   76.4 KBytes       
[  4] 497.00-498.00 sec  2.49 MBytes  20.9 Mbits/sec    1   70.7 KBytes       
[  4] 498.00-499.00 sec  1.84 MBytes  15.4 Mbits/sec    0   89.1 KBytes       
[  4] 499.00-500.00 sec  2.14 MBytes  17.9 Mbits/sec    4   53.7 KBytes       
[  4] 500.00-501.00 sec  2.43 MBytes  20.4 Mbits/sec    0   80.6 KBytes       
[  4] 501.00-502.00 sec  1.25 MBytes  10.5 Mbits/sec   29   60.8 KBytes       
[  4] 502.00-503.00 sec   912 KBytes  7.47 Mbits/sec    3   55.1 KBytes       
[  4] 503.00-504.00 sec  1.01 MBytes  8.47 Mbits/sec    2   48.1 KBytes       
[  4] 504.00-505.00 sec  1.07 MBytes  8.96 Mbits/sec    1   42.4 KBytes       
[  4] 505.00-506.00 sec  1.54 MBytes  13.0 Mbits/sec    3   43.8 KBytes       
[  4] 506.00-507.00 sec  2.02 MBytes  16.9 Mbits/sec    0   76.4 KBytes       
[  4] 507.00-508.00 sec  2.26 MBytes  18.9 Mbits/sec    0   96.2 KBytes       
[  4] 508.00-509.00 sec  2.32 MBytes  19.4 Mbits/sec    0    113 KBytes       
[  4] 509.00-510.00 sec  2.43 MBytes  20.4 Mbits/sec   12   97.6 KBytes       
[  4] 510.00-511.00 sec  2.49 MBytes  20.9 Mbits/sec    0    113 KBytes       
[  4] 511.00-512.00 sec  2.08 MBytes  17.4 Mbits/sec    5   94.7 KBytes       
[  4] 512.00-513.00 sec  2.14 MBytes  17.9 Mbits/sec    2   84.8 KBytes       
[  4] 513.00-514.00 sec  2.26 MBytes  18.9 Mbits/sec    3   74.9 KBytes       
[  4] 514.00-515.00 sec  2.32 MBytes  19.4 Mbits/sec    6   53.7 KBytes       
[  4] 515.00-516.00 sec  2.02 MBytes  16.9 Mbits/sec    0   76.4 KBytes       
[  4] 516.00-517.00 sec  2.26 MBytes  18.9 Mbits/sec    2   67.9 KBytes       
[  4] 517.00-518.00 sec  2.38 MBytes  19.9 Mbits/sec    3   65.0 KBytes       
[  4] 518.00-519.00 sec  2.49 MBytes  20.9 Mbits/sec    0   67.9 KBytes       
[  4] 519.00-520.00 sec  2.20 MBytes  18.4 Mbits/sec    1   60.8 KBytes       
[  4] 520.00-521.00 sec  2.49 MBytes  20.9 Mbits/sec    2   66.5 KBytes       
[  4] 521.00-522.00 sec  2.38 MBytes  19.9 Mbits/sec    0   90.5 KBytes       
[  4] 522.00-523.00 sec  2.32 MBytes  19.4 Mbits/sec   15   77.8 KBytes       
[  4] 523.00-524.00 sec  1.96 MBytes  16.4 Mbits/sec    1   94.7 KBytes       
[  4] 524.00-525.00 sec  2.38 MBytes  19.9 Mbits/sec    4   74.9 KBytes       
[  4] 525.00-526.00 sec   182 KBytes  1.49 Mbits/sec    2   1.41 KBytes       
[  4] 526.00-527.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 527.00-528.00 sec  1.19 MBytes  9.96 Mbits/sec   11   79.2 KBytes       
[  4] 528.00-529.00 sec  2.38 MBytes  19.9 Mbits/sec    0   97.6 KBytes       
[  4] 529.00-530.00 sec  2.08 MBytes  17.4 Mbits/sec    8   82.0 KBytes       
[  4] 530.00-531.00 sec  1.31 MBytes  11.0 Mbits/sec    1   93.3 KBytes       
[  4] 531.00-532.00 sec   365 KBytes  2.99 Mbits/sec   50   58.0 KBytes       
[  4] 532.00-533.00 sec   608 KBytes  4.99 Mbits/sec    3   46.7 KBytes       
[  4] 533.00-534.00 sec   608 KBytes  4.98 Mbits/sec    2   39.6 KBytes       
[  4] 534.00-535.00 sec  1.60 MBytes  13.5 Mbits/sec    0   62.2 KBytes       
[  4] 535.00-536.00 sec  2.20 MBytes  18.4 Mbits/sec    0   84.8 KBytes       
[  4] 536.00-537.00 sec  2.38 MBytes  19.9 Mbits/sec    2   73.5 KBytes       
[  4] 537.00-538.00 sec  2.43 MBytes  20.4 Mbits/sec    1   93.3 KBytes       
[  4] 538.00-539.00 sec  2.32 MBytes  19.4 Mbits/sec    5   77.8 KBytes       
[  4] 539.00-540.00 sec  2.61 MBytes  21.9 Mbits/sec    2   96.2 KBytes       
[  4] 540.00-541.00 sec  2.55 MBytes  21.4 Mbits/sec    0    115 KBytes       
[  4] 541.00-542.00 sec  2.20 MBytes  18.4 Mbits/sec    2    127 KBytes       
[  4] 542.00-543.00 sec  2.02 MBytes  16.9 Mbits/sec    0    139 KBytes       
[  4] 543.00-544.00 sec  2.14 MBytes  17.9 Mbits/sec    1    147 KBytes       
[  4] 544.00-545.00 sec  2.61 MBytes  21.9 Mbits/sec    8   62.2 KBytes       
[  4] 545.00-546.00 sec  2.08 MBytes  17.4 Mbits/sec    3   79.2 KBytes       
[  4] 546.00-547.00 sec  2.61 MBytes  21.9 Mbits/sec    1   83.4 KBytes       
[  4] 547.00-548.00 sec  2.38 MBytes  19.9 Mbits/sec    3   80.6 KBytes       
[  4] 548.00-549.00 sec  2.49 MBytes  20.9 Mbits/sec    5   76.4 KBytes       
[  4] 549.00-550.00 sec  2.43 MBytes  20.4 Mbits/sec    1   69.3 KBytes       
[  4] 550.00-551.00 sec  2.14 MBytes  17.9 Mbits/sec    0   87.7 KBytes       
[  4] 551.00-552.00 sec  1.37 MBytes  11.5 Mbits/sec    0   99.0 KBytes       
[  4] 552.00-553.00 sec  2.20 MBytes  18.4 Mbits/sec   15   69.3 KBytes       
[  4] 553.00-554.00 sec  2.38 MBytes  19.9 Mbits/sec    0   91.9 KBytes       
[  4] 554.00-555.00 sec  2.14 MBytes  17.9 Mbits/sec    0    109 KBytes       
[  4] 555.00-556.00 sec  2.20 MBytes  18.4 Mbits/sec    3   84.8 KBytes       
[  4] 556.00-557.00 sec  2.08 MBytes  17.4 Mbits/sec    8   74.9 KBytes       
[  4] 557.00-558.00 sec  2.38 MBytes  19.9 Mbits/sec    5   74.9 KBytes       
[  4] 558.00-559.00 sec  1.54 MBytes  12.9 Mbits/sec    2   89.1 KBytes       
[  4] 559.00-560.00 sec  1.96 MBytes  16.4 Mbits/sec    0    106 KBytes       
[  4] 560.00-561.00 sec  2.14 MBytes  17.9 Mbits/sec    6   89.1 KBytes       
[  4] 561.00-562.00 sec  2.14 MBytes  17.9 Mbits/sec    2   80.6 KBytes       
[  4] 562.00-563.00 sec  2.20 MBytes  18.4 Mbits/sec   10   73.5 KBytes       
[  4] 563.00-564.00 sec  2.20 MBytes  18.4 Mbits/sec    0   94.7 KBytes       
[  4] 564.00-565.00 sec  2.14 MBytes  17.9 Mbits/sec    1    105 KBytes       
[  4] 565.00-566.00 sec  2.02 MBytes  16.9 Mbits/sec    1    116 KBytes       
[  4] 566.00-567.00 sec  2.20 MBytes  18.4 Mbits/sec    2    102 KBytes       
